-1.02, 0.04
-0.85, 0.04
-0.69, 0.04
-0.52, 0.05
-0.35, 0.08
-0.19, 0.12
-0.03, 0.17
0.12, 0.24
0.25, 0.28
0.52, 0.66
0.57, 0.73
0.64, 0.81
0.71, 0.89
0.83, 0.98
0.99, 1.02
1.16, 1.02
1.29, 1.03
-1.21, 0.05
-1.57, 0.08
-1.75, 0.08
-2.04, 0.08
-2.25, 0.08
-2.50, 0.08
1.42, 0.99
1.53, 0.93
1.64, 0.88
1.75, 0.80
1.86, 0.72
1.96, 0.64
0.34, 0.38
0.41, 0.49
0.49, 0.56
