-1.93, -0.07
-1.60, -0.09
-1.30, -0.08
-0.99, -0.09
-0.69, -0.09
-0.38, -0.08
-0.08, -0.08
0.25, -0.08
0.52, -0.01
0.80, 0.09
1.12, 0.16
1.43, 0.17
1.73, 0.14
2.03, 0.11
2.31, 0.12
2.64, 0.13
2.95, 0.11
3.25, 0.10
3.55, 0.10
3.86, 0.10
4.16, 0.11
4.58, 0.13
4.89, 0.17
5.19, 0.21
5.50, 0.27
5.80, 0.32
6.11, 0.37
6.42, 0.40
6.72, 0.43
7.03, 0.49
7.34, 0.55
7.56, 0.63
7.81, 0.74
8.09, 0.84
8.40, 0.84
8.63, 0.73
8.81, 0.62
8.97, 0.57
9.07, 0.47
